timestamp_ms,temp_c,hum_pct,press_hpa,gas_ohm,AQI,dist_mm,speed,lat,lon,alt_m,fix,acc_x,acc_y,acc_z,ppg_red,ppg_ir
5047,15.07,64.4,999.3,5684,10,8,nan,nan,nan,nan,0,nan,nan,nan,0,0
10044,14.78,63.4,999.3,7761,10,13,nan,nan,nan,nan,0,nan,nan,nan,0,0
15021,14.72,62.7,999.3,13061,9,66,nan,nan,nan,nan,0,nan,nan,nan,0,0
20001,14.67,62.3,999.3,17567,8,23,nan,nan,nan,nan,0,nan,nan,nan,0,0
24998,14.23,62.5,999.3,21368,7,14,nan,nan,nan,nan,0,nan,nan,nan,0,0
29991,14.07,62.5,999.3,25286,7,17,nan,nan,nan,nan,0,nan,nan,nan,0,0
34993,14.18,62.6,999.3,28419,6,25,nan,nan,nan,nan,0,nan,nan,nan,0,0
39997,13.91,62.7,999.3,31204,6,13,nan,nan,nan,nan,0,nan,nan,nan,0,0
44995,13.57,62.7,999.3,34042,5,20,nan,nan,nan,nan,0,nan,nan,nan,0,0
49995,13.59,62.8,999.3,36802,5,13,nan,nan,nan,nan,0,nan,nan,nan,0,0
54977,13.3,63,999.3,39348,5,22,nan,nan,nan,nan,0,nan,nan,nan,0,0
60096,13.17,63.2,999.3,41816,4,19,nan,nan,nan,nan,0,nan,nan,nan,0,0
65088,13.15,63.3,999.3,44107,4,15,nan,nan,nan,nan,0,nan,nan,nan,0,0
70077,12.71,63.6,999.3,46511,4,23,nan,nan,nan,nan,0,nan,nan,nan,0,0
75079,12.62,63.8,999.3,49776,4,17,nan,nan,nan,nan,0,nan,nan,nan,0,0
80069,12.69,64,999.3,51550,4,19,nan,nan,nan,nan,0,nan,nan,nan,0,0
85052,12.52,64.2,999.3,54584,3,20,nan,nan,nan,nan,0,nan,nan,nan,0,0
90035,12.62,64.5,999.3,57104,3,12,nan,nan,nan,nan,0,nan,nan,nan,0,0
95000,12.34,64.8,999.3,58999,3,13,nan,nan,nan,nan,0,nan,nan,nan,0,0
99964,12.17,65.1,999.3,61376,3,12,nan,nan,nan,nan,0,nan,nan,nan,0,0
105080,12.51,65.3,999.3,62591,3,13,nan,nan,nan,nan,0,nan,nan,nan,0,0
110060,12.17,65.5,999.3,66132,3,20,nan,nan,nan,nan,0,nan,nan,nan,0,0
115042,12.14,65.8,999.3,68412,2,19,nan,nan,nan,nan,0,nan,nan,nan,0,0
120035,11.84,66.1,999.3,68412,2,16,nan,nan,nan,nan,0,nan,nan,nan,0,0
125016,11.89,66.8,999.3,69811,2,10,nan,nan,nan,nan,0,nan,nan,nan,0,0
130000,11.92,67.3,999.3,71210,2,20,nan,nan,nan,nan,0,nan,nan,nan,0,0
134964,11.66,67.5,999.3,72851,2,12,nan,nan,nan,nan,0,nan,nan,nan,0,0
140073,11.82,67.9,999.3,75427,2,17,nan,nan,nan,nan,0,nan,nan,nan,0,0
145048,11.61,67.9,999.3,75493,2,12,nan,nan,nan,nan,0,nan,nan,nan,0,0
150021,11.6,68.3,999.3,77341,2,19,nan,nan,nan,nan,0,nan,nan,nan,0,0
155005,11.49,68.5,999.3,77481,2,15,nan,nan,nan,nan,0,nan,nan,nan,0,0
159994,11.81,68.5,999.3,78769,2,17,nan,nan,nan,nan,0,nan,nan,nan,0,0
164979,11.47,68.6,999.3,80402,2,14,nan,nan,nan,nan,0,nan,nan,nan,0,0
169960,11.27,68.7,999.3,81554,2,18,nan,nan,nan,nan,0,nan,nan,nan,0,0
175071,11.5,68.6,999.3,83714,2,19,nan,nan,nan,nan,0,nan,nan,nan,0,0
180033,11.14,68.6,999.3,84460,2,15,nan,nan,nan,nan,0,nan,nan,nan,0,0
185088,11.31,68.6,999.3,85906,1,6,0,51.5120049,-0.2211466,-2.8,1,nan,nan,nan,0,0
190096,10.94,68.8,999.3,86868,1,18,0,51.5120163,-0.2210982,-1.6,1,nan,nan,nan,0,0
194955,11,69.2,999.3,88581,1,5,0,51.5120201,-0.2210549,-1.2,1,nan,nan,nan,0,0
199961,11.19,69.5,999.3,87401,1,18,0,51.5120277,-0.2210166,-0.9,1,nan,nan,nan,0,0
204975,11.23,69.9,999.3,87761,1,15,0,51.5120239,-0.2210099,-0.8,1,nan,nan,nan,0,0
209989,11.11,70.1,999.3,91038,1,13,0,51.5120201,-0.2209666,-0.4,1,nan,nan,nan,0,0
215019,11.03,70.4,999.3,90651,1,13,0,51.5120049,-0.2209966,0,1,nan,nan,nan,0,0
220068,10.97,70.6,999.3,92119,1,7,0,51.5120087,-0.2210332,3.2,1,nan,nan,nan,0,0
224953,10.76,70.8,999.2,94325,1,14,0,51.5120125,-0.2210566,4.2,1,nan,nan,nan,0,0
229982,10.84,70.8,999.3,95061,1,13,0,51.5120125,-0.2211116,8.1,1,nan,nan,nan,0,0
235007,10.85,70.9,999.3,96186,1,19,0,51.5120163,-0.2211549,11.2,1,nan,nan,nan,0,0
240005,11.05,71,999.3,95540,1,11,0,51.5120201,-0.2212082,13.9,1,nan,nan,nan,0,0
245005,10.91,71.1,999.3,95593,1,18,0,51.5120125,-0.2212232,14.7,1,nan,nan,nan,0,0
250004,10.57,71.1,999.3,95808,1,12,0,51.512001,-0.2212566,14.8,1,nan,nan,nan,0,0
255016,10.86,71.1,999.3,96731,1,8,0,51.512001,-0.2212632,14.8,1,nan,nan,nan,0,0
260023,10.73,71.1,999.3,97116,1,15,0,51.5120049,-0.2212616,14.8,1,nan,nan,nan,0,0
265023,10.66,71.1,999.3,98121,1,20,0,51.5120049,-0.2212666,14.8,1,nan,nan,nan,0,0
270021,10.83,71.4,999.3,98975,1,15,0,51.5120049,-0.2213116,14.6,1,nan,nan,nan,0,0
275014,10.87,71.7,999.3,99263,1,15,0,51.511982,-0.2213332,13.4,1,nan,nan,nan,0,0
280014,10.84,71.7,999.3,101688,1,10,0,51.5119629,-0.2213932,13.4,1,nan,nan,nan,0,0
285015,10.55,71.8,999.3,100966,1,16,0.8,51.5119629,-0.2214066,11.8,1,nan,nan,nan,0,0
290015,10.61,71.9,999.3,100966,1,13,0,51.5119476,-0.2214049,10.1,1,nan,nan,nan,0,0
295019,10.69,72.1,999.3,100549,1,12,0,51.5119476,-0.2214032,10.1,1,nan,nan,nan,0,0
300037,10.77,72.3,999.3,101506,1,13,0.9,51.5119476,-0.2213982,10.2,1,nan,nan,nan,0,0
304971,10.53,72.6,999.3,101931,1,10,0,51.5119438,-0.2213966,10.3,1,nan,nan,nan,0,0
310061,10.56,72.6,999.3,102605,1,14,0,51.5119591,-0.2214032,10.2,1,nan,nan,nan,0,0
315076,10.41,72.6,999.3,104875,1,15,0,51.5119667,-0.2214082,10.6,1,nan,nan,nan,0,0
320082,10.38,72.4,999.3,105004,1,12,0,51.5119743,-0.2214066,10.7,1,nan,nan,nan,0,0
324957,10.67,72.3,999.3,104746,1,13,0.7,51.511982,-0.2214032,10.6,1,nan,nan,nan,0,0
329998,10.73,72.3,999.3,103601,1,10,0,51.5119858,-0.2214132,10.4,1,nan,nan,nan,0,0
334999,10.51,72.2,999.3,104234,1,16,0,51.511982,-0.2214049,10.7,1,nan,nan,nan,0,0
